,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,App Name
2189,gp:AOqpTOFhn98lwYRpFHrGjnt6pBAmFqYDvSNJUFqSRcah4tk9P3g7Xsqk4iuRS2jQJD8IXISl2-yZnA2ijQifaWY,Waqar Ahmad,https://play-lh.googleusercontent.com/a/AATXAJwjVIL97-GLyebMmP7elH-B0QR3c_UeobwtyiOa=mo,"Why the telegram shows connecting over and over but never does connect, I installed and reinstalled several times, But unfortunately, doesn't working well",5,9,8.4.3,2022-02-14 15:03:11,,,Telegram
2190,gp:AOqpTOEOAT0Vgmlac8SaryQLblkb67-BLI2zHGE6tBxjDaq7vbCGHgcOv5aaJbd7xpl9R_WaOlsSa2fv9a0a5v0,Pelumi Alege,https://play-lh.googleusercontent.com/a/AATXAJxuKXZ3oghhoWCYZ2A846cau4L3b0l_ZSlOhw0g=mo,"My Telegram account was limited due to a false reason, I was accused of spamming and I never sent any message to any group or non-contacts, it just popped up suddenly without indicating the time where I'll be relieved of the suspension, kindly do something about this, I use Telegram for a whole lot of indispensable activities. My Telegram username is ZekeJayy",2,13,8.5.1,2022-02-11 12:53:02,,,Telegram
2191,gp:AOqpTOGJ3rVKuFXVvd7ZA2MebaCEdZnVSlewizehFWZpDeFtC2opJX-esIztqe_hzkEkEOnkrH7F5e_iPfkSrhk,Joshua Agbemenu,https://play-lh.googleusercontent.com/a/AATXAJwmQMHjcv3OJ0ovJzq5fxzXgSxMCdN39PYzICBQ=mo,"Infact this app is really good. This is the best app I have ever come across wow, it does everything; downloading movies, chatting, learning etc....... Is the best🤗🤗.",5,281,8.4.4,2022-02-01 03:21:00,,,Telegram
2192,gp:AOqpTOG8MLDzFK6qbn-t2HYarURkjkqH-k17Ypd6FKv-YyHTpeMFs6ZuQ-t5yyXzOOHWTcpgq63a2UoibFh1hBA,RAHUL S,https://play-lh.googleusercontent.com/a/AATXAJyoGmgu4eiOjYDlV1S_24GB5LlwQeqBofOY1_2o=mo,"I'm facing a issue when i'm trying too click a link it suddenly revert back to telegram its not opening the link, and i don't any issue to my brower",1,2,8.5.1,2022-02-05 13:45:08,,,Telegram
2193,gp:AOqpTOEVxy7D1e1jW0dgBDv7dHLbpe6XxIByMBR9duooSImbA37wcxCgOt_auh0mw4surbQHgTS_i9QrTyzHdzE,Jaideep Nalluri,https://play-lh.googleusercontent.com/a-/AOh14Gj_1UK2DtjpSMymIjPYMilfLPychnCWuZK7FR_DoQ,"The main pain is with file management it downloads profile pictures of participants in the group without permission and file management is awful where we have to select save to downloads,and it saves the same file two times when we select save to downloads it saves in the telegram folder and in download folder whats app is better in file management all documents like pdf docx are saved directly in the document folder with the default name of the file please change the file management in telegram",3,3,8.5.2,2022-02-14 12:02:16,,,Telegram
2194,gp:AOqpTOFgrMyG-NeFlUPZ2W_sPjmaKHbcAJLuOeZsl6Id0k6d5TISWR5bHhR7raog-UloitkYKBXyVgszdCCaUI4,ASH,https://play-lh.googleusercontent.com/a-/AOh14GiMd304MyjeHnNr7QwfwJMHlZ3Y330mf1rhevFgHA,Hey Team. I can't download files from telegram through my wifi network although my wifi networks are working properly but downloading is too slow while using the telegram app but it's properly working with the mobile data. Please help me with this.,1,4,8.4.3,2022-01-16 19:35:08,,,Telegram
2195,gp:AOqpTOHCCkIhHIVD7lrgDJf5HwveKjqFT-u6xTwtlPGdT7m9iZydeKfeR3Y3xy0vBYNH2NfrxbHORXPP_U0MJCQ,Varad Talnikar,https://play-lh.googleusercontent.com/a-/AOh14Ggud03Raq8_M2yUqql1H7z9djEFl9cx2QpAqUwB8Q,"Best application in my phone. Not even single glitch, worked so good and setting are nice to stabilize the app.",5,11,8.4.2,2022-01-01 23:31:00,,,Telegram
2196,gp:AOqpTOFzREim9tRfRoPHKJx4kCn_O1ynbz5cQb_fQXU6q8B3qDS9SNl_LQ6pf0D3SyYPY_rk_y_T8s25ahDCq5k,Aldo Rwema,https://play-lh.googleusercontent.com/a-/AOh14GimAUnXuYoSPfZJBcXkrwjAtSCzC-vPpQlQVjGFAg,I jst love this app. I can download movies. The way it handles it's grps. Is really the best. I love to give it even more than 5 stars,5,1,8.4.1,2022-01-08 13:47:04,,,Telegram
2197,gp:AOqpTOHmx_8AZ4oUX3wNxanZEgDntEHsQ1uHl8I_yvFHXbxOUjEN4wL7DhPKgGFcHgTH2NChqp13DQ1JVhCI_wo,Mohammed Zanjina Musah,https://play-lh.googleusercontent.com/a-/AOh14Gh9Bd-q3GPVPgf_O7nym2DyGL9WjBVKWKPpOxUIpA,The app you can't download from it whilst you're using other apps. Try to upgrade or correct it so that when you're downloading from it you can be using other apps. Thank you.,3,10,8.5.4,2022-03-01 19:10:58,,,Telegram
2198,gp:AOqpTOHy45748YQVpqzRvJaN324VaR9winTDYyTZ-W3feXeLyLxCgIdly7gUJtWSEjqpepZHo1DggXE3uClaGVg,Ravindra Raj,https://play-lh.googleusercontent.com/a-/AOh14GgAUwfwEPGMaEZFSutthRdhEyq_-sFW7r_f03mR,It is very interesting application . If you want to get some content to exams & others subject . there has lot of grup to help you. In this app you can share big file .,4,2,8.4.3,2022-01-17 09:10:40,,,Telegram
2199,gp:AOqpTOFzhbsRTp9F2HTa_jZzx-wqepJT_T6NeBlepYNO8mBgXN9dAPyDsnnjs2tIJXBgvYekd7IfalKYtyFYBr8,Lucas Ling,https://play-lh.googleusercontent.com/a/AATXAJz0TbWifqS4rCoU23VOLD5k6p6kr0K9JXVdUCKq=mo,"Sudden show updating at all device. Even clear cache and restart phone, still the same problem. Please fix.",1,5,8.4.3,2022-01-17 19:56:45,,,Telegram
2200,gp:AOqpTOGX8mEuZ0BQfudKcpQcERerqN1yKCexjD3cm5TRkQ6WTVFLaUy4qxdIkO4X3GHcWFJZ5xj8hpLudE5ZY9A,Priyanshu Jaiswaľ,https://play-lh.googleusercontent.com/a-/AOh14GgncfSfIRWBd9zhBpmCgZEiImw66zeWhpjFlwXZ_Q,I try to download a video but after a day when i try to resume the previously downloaded data is cleared Why is this happening explain,3,4,8.5.4,2022-02-27 11:13:29,,,Telegram
2201,gp:AOqpTOGvED2Zy-CFSvssVhp_bikFo9tCXExk-4zbOqYOYC2fhZ7VwIhZJixCWSj86XeJTek0m2qQN385Is7yCKc,M H,https://play-lh.googleusercontent.com/a/AATXAJw_HJ7hEO05UZzO39fgOjvLj5F4YFIdY9faIOnX=mo,"there is a problem searching in ""saved message"" . Only finds 3-4 results and then jumps to the end repeatedly.",5,5,8.4.2,2021-12-31 09:40:23,,,Telegram
2202,gp:AOqpTOGqoBDzP5ONkCECyWo2OQ1IL9qUG2p0pm2RuEso4dHds9hv2h9cSnCHNqjyznI_cyvBnpHoZNvW73FDtNQ,Debasish patra,https://play-lh.googleusercontent.com/a/AATXAJxjol5M1DeHpqz1kfXJ_aHfCX8MEJ5ABn3O5U37=mo,I got miui 13 based on Android 11 and telegram is really laggy in this phone.. video and audio calls are just worst. Please fix this,2,1,8.5.4,2022-03-06 19:47:06,,,Telegram
2203,gp:AOqpTOHv0waspeeKDeuy88NlglKcjk_7RzMeJIdBsJMLreQCK3wHxO8wjMoqg8gpRpiQadWNfNaQbd-ZqfK5EeQ,Rithik__,https://play-lh.googleusercontent.com/a-/AOh14Ggvsv4d1oxWTxAGwsXyMe9RC0yBVcPzjDtVTW-0zg,I don't know why now the telegram downloadings are too slow and lag before it's was very fast and we are so happy but now itss too bad even taking more than 2 hours to download a 400 mb movie... Please take my words seriously and kindly solve that issue . Please,4,1,8.4.3,2022-01-18 12:43:08,,,Telegram
2204,gp:AOqpTOFg7Ifv7EVPeKCTtlidWqoSvWiDbWYj9vbHamq8mPsvaw3Y2ewtOzXskBxvj2rsgUArHwp1Jjufg3boFlg,Akbar Ali,https://play-lh.googleusercontent.com/a/AATXAJyeyNn3dgo7tfOsWpo1B094cQm6lv4PBSI7jYKm=mo,Not connecting the app from last 3 weeks tried to reinstall serveral times but its not proceeding further Hope the company resolve this issue,1,2,8.5.2,2022-02-15 15:27:26,,,Telegram
2205,gp:AOqpTOEajAuZxZVCyxxggSgs142WMk2GvPHLy9S1lGdnU7qUuazTZcndnYT8yrOMSrDZk-AMBkAdzwKAcm_j7KE,Christopher Frog,https://play-lh.googleusercontent.com/a/AATXAJw9m2Gwo_wo5QM6nt31U28IiQO7fAQgx4PZ2rvh=mo,"Migrated from Messenger, Telegram is much better, more reliable, app has better overall quality, I really encourage others to switch.",5,16,8.4.2,2022-01-03 05:22:06,,,Telegram
2206,gp:AOqpTOHL99YT9kfWYTdk358N1kY06hQoMsJc7jtG2NaV8wKV4ZlWALSVfHmgITXhwyAEh69GlZcKEOuYrcU-Krg,Priyanshu Sharma,https://play-lh.googleusercontent.com/a-/AOh14GiUu1yRaLQQZaTHO7oSk4ZwybSULpdLwIo1SlSbiw,Woww woww !!! Amazing app its the best messaging app out there U have a lot of unique features that i just love Ma suggestions = we have a seperate section for music shared when 2 people are chatting so can u guys try adding listen together feature 🤔🤔🤔,5,89,8.4.4,2022-01-27 17:13:56,,,Telegram
2207,gp:AOqpTOEkxR-SSdwYuXnSb-FECIQ7aRlg9TbSsFrsLFCp9b9BG-vLd-zrBIszZ2Rsm2rY_7I58o-RN1jfDO820Ww,Saad Farid,https://play-lh.googleusercontent.com/a-/AOh14GhT5Lo0P1Bp1FOtxab8qFAgP1e_xZpNyyhVFl9Y4g,"I always surprised with the continued updates with new features, how it easy to use, and the best security of Telegram.",5,54,8.4.2,2022-01-01 06:46:53,,,Telegram
2208,gp:AOqpTOHlqEcLPIUirFzc-oXtq8NFtoLH0mREHnXs-Zia35UINeNmHc9Rsh3dblEVdUJV6T3FwMwZXrMzy8YDXic,Meher Mirpuri,https://play-lh.googleusercontent.com/a-/AOh14GjpPK-msejxE4Xl295MF3Va7aJgPiy4wHrQCbNuzg,Hi. I'm facing an issue of messages not being delivered to my contacts in the chat box ever since the last update. Would appreciate your help. For the moment I'm using other platforms to communicate.,3,1,8.5.4,2022-02-23 10:17:12,,,Telegram
2209,gp:AOqpTOFei3XAVU39PCzN1W5hhCsOANsovCtm6Lb4D3EbpLE4Yqgc-mCihQvXwPOR1QFs7OHgzc8W0SXUJzaztL0,technical game,https://play-lh.googleusercontent.com/a/AATXAJzCOrClJZUXIm_iNwEhWPfjUo3PGrMMDpWeDy4H=mo,Very very good app. 100times better than WhatsApp . many features. Best messages application. Pls add more options or improve more.,4,4,8.5.4,2022-03-04 10:05:57,,,Telegram
2210,gp:AOqpTOFAgQ1E6sEhCE35Sh2cuCJxPcJzdfP1mJmgA2T5qDhKrnlSzcrV7sTv-mFLeWg-hbIDFgIfqQM_Unu16J4,Dragon Wolf,https://play-lh.googleusercontent.com/a/AATXAJxKDoHPJACTIGr2yQR37JVRWmvw1KSn9aSJrAam=mo,"After updating i Can't start private chat. Can't view group messages. After updating I can't view comments for groups. It says its a private group and to join it to view comments, but i am joined alre...already and i can view all posts, number of comments, i just can't view comments or comment. I can't start private chats.",1,13,8.4.3,2022-01-16 06:21:45,,,Telegram
2211,gp:AOqpTOHeFlkOf6jzh-w1b6tR4FgoPDiLPX2VEly6BpcQ3OUTlrfHqfPva0inKGK2Yx3IXX1acDasKaOpYtXoRqI,A.haseeb Salem,https://play-lh.googleusercontent.com/a-/AOh14GiA190qbTImkAGe1EkSahMJw2fxzDGmwqhUuRdLAg,There is some problem in this app. The message of any chat is not connected. Please solve this issue.,1,1,8.5.1,2022-02-06 20:24:23,,,Telegram
2212,gp:AOqpTOHn-JtBH5vsIGXnm3lGnGgRLgJTiaScJqzlyq0RkrW7dfM2vylg8ZpOWri4RdQXpiZiogBRwOSmjv33SO0,48Mrukh,https://play-lh.googleusercontent.com/a/AATXAJzzNYtriN0FTxybMiw1sqvpGUwGjHAidrJy0UoP=mo,"It's been 15 days and still telegram is showing up the tag ""connecting"" please solve this issue. I am trying to start tge app for 15 days now.",1,0,8.4.4,2022-01-27 10:14:52,,,Telegram
2213,gp:AOqpTOH3KAjdspjZbz09RtjbupVrfhmdfpBIJlP9d4VeHChPHQCiYpKHh5nWsByVl59Q6ts00VfSxDl3_vRCgUo,Selvi Paulraj,https://play-lh.googleusercontent.com/a-/AOh14Gie2Jkoi5N55trfpxUis97yh16S2u1iMNq0n0yh,Not bad but please make to login through email without phone number please change this problem in next update,3,0,8.5.1,2022-02-17 21:19:05,,,Telegram
2214,gp:AOqpTOEdWOEtApgrAE8yBLx5ZinVwWGKa0blgzhoe3y8XfGT-OymqTD0QGCVaKlicNYSSsrrZKmOawiLOAU7jqY,A Hmingchuangliana,https://play-lh.googleusercontent.com/a/AATXAJxeDCL6agGa4AeRRJ1cRaqueHc1Ptu0hoBvViyF=mo,I'm giving three star because while every body can enjoy the app. It is very hard to know the people we chat with. Best hiding place for scammers...,3,1,8.5.4,2022-03-04 19:29:32,,,Telegram
2215,gp:AOqpTOEwsMWV87c5MNibBOuaC36IFbLsUPyfLd6y7Yf1k2cY_wqz7ss0TIszsyW5aieNL2jiE-8Fimu3OiMpYPA,Daria Leva,https://play-lh.googleusercontent.com/a-/AOh14Ggtm7sDuQ37PXlI_2vNDT6YyjLcsvx9LX7AMn5O8Q,"Can you add an option to group chats? Not automatically though, but manually. Would be way better to have them by categories",4,1,8.5.4,2022-03-03 00:08:29,,,Telegram
2216,gp:AOqpTOGSvL3cVB1slek1fLQY5GKU85gl1W7Tl0WP99rW9XXBxY2iUAtBUNEXUK-WFjisX4toNv6EfG0SL_o8fZU,Johnson Aruson,https://play-lh.googleusercontent.com/a-/AOh14Ggxwb2rKc7Q5DmEpAn2BBZzzpfR-vgLlt9eMKS1qg,"Good messaging app, now i can see the best side of Telegram is in the channels and much more... Thanks.",5,16,8.5.4,2022-02-27 14:10:17,,,Telegram
2217,gp:AOqpTOHYdatvDosoBshN0FWazFCRxSHq9WoiKdRFqyHCmkwiJV3aibqhNkEFOzqpbMY9lOkOF6hVhpoEAmwXLOw,Ankit Kumar,https://play-lh.googleusercontent.com/a/AATXAJyqPfnYlrzaz-72fFhUgs_lvJDcVYu5qD9owmlh=mo,"At moment, telegram is not working in any device . And sometimes crash . Fix that problem.",1,1,8.4.3,2022-01-17 20:08:20,,,Telegram
2218,gp:AOqpTOFUr3ajE0Dl7EUvhbY9sdTVQ7X-Rx04ArmZHeKIi3HG7VyUAkxdLX2Qazi9EYJ6i67NDY6ZZlaxPZDOihk,Irtaza Abbas,https://play-lh.googleusercontent.com/a-/AOh14GgzUhIWJYwNZsAYrHwl14cCNWSSMWO9jCBa5rL27A,"App cant detect incoming call for code and if we try to repeat process again n again it says too many attempts try again later, ive never seen such worst login system in my life",1,3,8.5.1,2022-02-07 19:27:17,,,Telegram
2219,gp:AOqpTOEN8RYQEG3fyAgo7d8OV9Hb4Jkt-Z1b4f33xggZIvjF60iawlDPeAcJHVcSPvc5gt4Wzruyhb8eFTCXI3E,Mrinmay,https://play-lh.googleusercontent.com/a-/AOh14Ggv_H0EVP-Qnt6ElE4R2KhdFYVNXQh-Qa6haNnNGQ,please add the option to change the order of playing media It causes while listening to audiofiles And please add speed adjuster for audio. Its great thankyou.,4,14,8.4.4,2022-01-28 02:45:42,,,Telegram
2220,gp:AOqpTOGaoQXaXCV4ev1huuKptCv0MFO7e6OwSa3Vhx1ewrUqC7HUKar2kUnoO_pJKSc1ytd14ZprYGlrzryUehs,Alex Dzugkoev,https://play-lh.googleusercontent.com/a/AATXAJz7roVBCFB7V6ymfdln9f-JisBHubJqCwBlYht-=mo,"An indispensable tool both for keeping in touch with your friends and family, and getting the latest news",5,4,8.5.4,2022-03-06 02:15:43,,,Telegram
2221,gp:AOqpTOFsqKbxlZ1Tww_u2Orn_AelPUI-wRYgkStRsC5GjggFQCaDadnpqNXHMf5-54CclfV36QB0600rvUiZmwU,Malomati Point,https://play-lh.googleusercontent.com/a-/AOh14GiRU6sQ5ITqSeK5JVl5gKX_s_9AlUf2NOlMyqiORA,Very dispointed.. Connecting problem always occur...I have reinstall but still facing same problem....,1,2,8.5.4,2022-02-26 07:25:11,,,Telegram
2222,gp:AOqpTOH-pvV47ge5vIz6eg-OynjvAgZtTTfPo4QGu-1XKCUgGr4PWgUf788gWvjakEZ_J090bSWGoeROl2bMiGA,cartoon channel,https://play-lh.googleusercontent.com/a/AATXAJyUtHJXpgFntqsiTxDfBcMYtEhqTPX2givvSXnW=mo,It is good but I am not able to hear the sound the videos that I already seen with sound and those videos that I latestly download,3,1,8.5.4,2022-02-27 10:10:44,,,Telegram
2223,gp:AOqpTOFkz6XS8TMlPdrHooEeN2Y_cdyUbkOYoGSHGW-DD7b2aJDuz8eig4-2V1Sk9u9emYAzj1tVx6X4OLnuxb8,Mr 'X',https://play-lh.googleusercontent.com/a-/AOh14GgmEmmCpdevpOMvC0wd5hGWjSiQF4qsMOb-Y6dvSw,"Look, Honestly I love this app. I've a suggestion if you guys consider it. I follow a lot of channels for education purpose of different kind. It would be so kind of you if you provide an option to segregate those together based on gener. Like an folder. 🙂 Thanks.",5,7,8.5.1,2022-02-06 11:16:13,,,Telegram
2224,gp:AOqpTOHZImOxcThP642NtOWfjWT_Dzz3D80jmrv2QVO_9qHaiPFLtOxc_zJEFfyDB_2lI3ybVSedxRyAghmtPl8,Moon Tillsun,https://play-lh.googleusercontent.com/a-/AOh14Gh_rpIh8KKm61lPg0BK2owq3YIONXjQTZcfhk6v,God idk why but when i updated the app my private channels Have been deleted And no one was in them except me! I sent a message to support but it has not answered yet. I hope they fix the bugs and my channels come back,2,3,8.4.2,2022-01-06 04:11:17,,,Telegram
2225,gp:AOqpTOEGuueBhXgwi5BXsobFCzHnQ30BMqatqrpvnri_dMbLvFGnUFYyq3XakusyjGZ9bl8kpzZfGYgll5OCzec,Jitendra Rout,https://play-lh.googleusercontent.com/a-/AOh14GjrAFK7uePj4-ZR-wvzuQ27OioXxkH_aWv1EoiZjls,"Hi Team, Kindly fix quiz bot issue. It's not showing results for all participants in a quiz and showing wrong marks for some members/participants.",3,1,8.5.4,2022-02-19 10:47:08,,,Telegram
2226,gp:AOqpTOHWJSO_KyUp1Ze91fT3PdhpT53h7BMWtUxR_Pnqn4qyhri9KV0MFbjmVv1w3ll3KrryE8wtcf7japmuKM0,Faiq Rehman,https://play-lh.googleusercontent.com/a/AATXAJwVHJ-roUd-ds019GcIyq3uE8fnLYuhhF_Ym47W=mo,Giving one star because despite of updating the app it is not connected it just show connecting please fix this error.,1,2,8.5.1,2022-02-10 00:13:01,,,Telegram
2227,gp:AOqpTOGxIImY8XUXISHdu2d_AtDaqrA5e7Sj-VZP5_Zct6o5ovRwQegZTpGBD5tT4RLjqvNUSLYjetfp27XlH0Y,Mudasir Muhammad Danjumma,https://play-lh.googleusercontent.com/a-/AOh14GgUxmmv6MzHO936RYMUMrbmgCX_BpSoE2aFsvxc,One of the best of all messengers mankind have witnessed. Love this app for its DISTINCTIVE ability to keep files already shared before ine joins a group.,5,5,8.4.3,2022-01-15 11:35:50,,,Telegram
2228,gp:AOqpTOH87czK9LCzk6bN5ZbPaso4PAt2fPj-4UkjSfrtgfI8za5z4uuV8oXR6ZQ4auX_1MRiq3lvH9wLorJr--E,Pankaj Shridhar,https://play-lh.googleusercontent.com/a-/AOh14GjEBgM9ph9Jhi0OeVzBEyzidgr_lpjgH66PrmzXOw,"It doesn't seems to be an easy task to beat the Telegram in terms of Features!! Awesome, Keep going 👍",5,3,8.4.2,2021-12-31 13:25:32,,,Telegram
2229,gp:AOqpTOFCyUGFknZLGx-tq1WWC2YXc1vKjGuAm4mNc5vpoIVLF8iY6RbMuyeMrRMNrDfqlcLX2Ak-E7mYYFiVQ34,NCERT description,https://play-lh.googleusercontent.com/a-/AOh14Gjp8oSmoU7HARiX0dUvf0YGcnwRfwt-U8zOpCQX,Earlier was gud. Now it is not working properly. Very disappointed because i am using it the most for notes of various subjects.,1,1,8.4.3,2022-01-17 19:47:10,,,Telegram
2230,gp:AOqpTOGz0d9G9fSIyYNBYNISbWfFZgnotDt3iwwOYzXuHr3qirmmiVajqB5SsEfnRk4IcnPwKOWcuPEyV2PFt6k,Syed Khadeer Ahmed Hussaini,https://play-lh.googleusercontent.com/a-/AOh14GiuIzAVkuJTgveotsPZkwJ8gbAukVkDwMCarRfgXw,"This app is nice and good, but the main problem with this app is it starts lagging, I mean if you download a video we can see from there itself but sometimes it incriptes the data🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏fix this problem 🙏",4,8,8.4.3,2022-01-12 08:26:33,,,Telegram
2231,gp:AOqpTOFGXmOnPyeWL2UEerk6gisHtFnOi2_9qSR0tM9ePJzs9H5zDrrCtrXOj1XAuwqhGSykAhuk2ie0bc0RR4Y,Sadia Mengal,https://play-lh.googleusercontent.com/a-/AOh14GgHNec4muym4bJl2QukXWL3LzilP3QW476qMk97,After installing and uninstalling various times and even after updating it still shows connecting and i am unable to watch videos for my test preperation....Pathetic...,2,1,8.5.4,2022-02-21 13:20:40,,,Telegram
2232,gp:AOqpTOFqRlkvBNGjBlSWCKvs3g30Jn2LmjoYPF5Qz2j0pXiIbY3sHnfcZqGr0BdjEoWSl8zBy5p2MHbhudeFpT4,Sohan Kumar Samal,https://play-lh.googleusercontent.com/a/AATXAJxvu_chDQ25lz9wOSkwGXKdCAk7pzGMxBsZtlob=mo,"Best thing is no status, hence no time waste. Image and video quality are superior.",5,4,8.5.4,2022-02-21 15:00:56,,,Telegram
2233,gp:AOqpTOEZEKGNaS48VDoN1Yjm2CAI8lAFzwu87xnqu6uvKWHrDoShuD9YPVmYHvMb3qTBlenmBXS4NZQXF-uDmLg,Md Aman,https://play-lh.googleusercontent.com/a-/AOh14GgDHt_ANDM6uvO5UJ4WdfDef53l5U2eUHy2Ce8XuQ,It is an amazing app but story or status kind of functions should be added which makes it more fantastic like WhatsApp and Facebook,4,6,8.5.4,2022-02-21 14:08:20,,,Telegram
2234,gp:AOqpTOFt4pO1JtR2JYFCYgs8SlxGqFiPFg20CIqQeUlDVhUKrMnf6TvbKKXt1hUNqPu3uavWAbncnkw4ltolzwk,A Sheikh,https://play-lh.googleusercontent.com/a-/AOh14GizFbnEKFz0FY9_-snNehUEGVOQFcDcKPZ9w-zTJQ,Can you please fix video calling problem.. we can't see eachother on video call,4,0,8.6.0,2022-03-14 00:33:11,,,Telegram
2235,gp:AOqpTOE-HuKENB2Ruyxs4vVCnZcX8jCYYuGMV2bLTgNDNG_L1CsqP938dv8Oyo6TckvzEeImYKJ_1QJOMLq02jQ,Awais Khan,https://play-lh.googleusercontent.com/a/AATXAJxrqcdllIxLQcIio8FrwY5Ss6MScKhLicRNypca=mo,Despite the update the app is still showing connecting and doesn't move further!!!!!!¡,1,0,8.4.3,2022-02-19 22:03:12,,,Telegram
2236,gp:AOqpTOH0o9n-K67cqP2KB1_aMmvVMNKu280vgl_EgjfYjNzxTDmDBbjIppQ9fqdtDl3xXL2G6MDEgz-KfYrkG3I,Pop Anton,https://play-lh.googleusercontent.com/a-/AOh14GjU4oJA5Ee8l1v7d00x0bcexXhcAKs-DeQXho80,The best communication app. Feature rich and modern. Attention on little details. Premium experience. Telegram.,5,12,8.4.4,2022-01-23 05:55:58,,,Telegram
2237,gp:AOqpTOEND9ANljrcGErPqqjEUW2ccdzbh82gJ6kw1P7EsWLF0F9Y0jf344nhtQVFk-AowiLH1iWQinpGQYTaFyw,Sahil Mahi Sinha,https://play-lh.googleusercontent.com/a-/AOh14GiDElYpebHtsofSGMO9p01a52b6Q33BrKmllOeCxg,A very helpful app for students.....but from the last few days I am unable to find my downloaded files and videos in my file manager...it is taking the space but not showing in file manager..plz fix it ASAP,3,2,8.4.3,2022-01-18 00:09:06,,,Telegram
2238,gp:AOqpTOEvpzCaQsv7lDSKkyeTTvybeVjqJQqc1qHou1ZTQmlFfCFSKY_8pqpvCFU8QbSLwH4mlEwFpJrkFsTOE3A,Ankit Rana,https://play-lh.googleusercontent.com/a-/AOh14GhLCqzk_mfi1v7YKlVahovyGJmvUlTleyWKBjdanQ,After the last updated files and pics are disable I can't find my important pdf files and photos please fix this problem.,1,4,8.4.4,2022-01-27 08:58:21,,,Telegram
2239,gp:AOqpTOF3JS0EPkva4qit6ZUMgVS7TWFvqrYBhv0nd0UWZzC0nILORYcOVF5YMRTsKRZFR_WaauOvNzwBP99Jooc,Rohullah Ghullami,https://play-lh.googleusercontent.com/a/AATXAJx9rcBz3JTLvog0yHttnGlNOrMpZZLq-YHnX8ou=mo,I have a problem with new Verizon of telegram after updating I can't read my messages even it's not opening my messages I need your help please to solve our problem. Thank you,1,1,8.5.4,2022-03-11 16:56:39,,,Telegram
2240,gp:AOqpTOFLmT0OFxYGWfQ_PsqFj5zv3GFD4cnsPqnSLV_GgKtYUu3QX5j_dE6qJWEHPEgLWFydMP6mU6KkJjUSek0,Sampath Kumar,https://play-lh.googleusercontent.com/a-/AOh14GglC1TCVNyrXhLPXfmHSd_WsDjUEJzOp1UCDSPjsw,"My telegram app not support group voice call and groups video chat not working , but again again update .... But not in use...",1,2,8.5.4,2022-02-16 20:01:18,,,Telegram
2241,gp:AOqpTOEExywKF5RkpBxqwDuuSWGM3Mk9ShHEraewPbbo68uxe2N8pil53KZzGt1IabkOsirdop3VgKWajlrSQmY,Silas Brown,https://play-lh.googleusercontent.com/a/AATXAJz4U9KeNQIjBb5rGLczFZ_6fKidZlOajgf1Uz_c=mo,"Good client for the Telegram network, with source available. Some minor accessibility problems with TalkBack but it's getting better.",4,0,8.4.3,2022-01-19 01:19:18,,,Telegram
2242,gp:AOqpTOFpIbDGD0q-QwfgRyAomBCMK8nQpC4I3NB3jFEPyuhbTW_Hn6R_lTPaE5FPs-juHVgvSvrhoK7MNi6Fk5k,Santosh Sharma,https://play-lh.googleusercontent.com/a-/AOh14Gjx9m55tlpo4dxaoms2m35XWSwdpKw9pjxJjFpS1g,All features is ok but download system is too weak I don't know why it happened with me.,1,1,8.5.4,2022-03-06 07:05:07,,,Telegram
2243,gp:AOqpTOFJ_fYcyH8UIEoVnbCeZlca8_8p4N_2nny1Ni6asV7vpzoKx7ohYLNYHx3z4o0LaybH4XGWsifYpl6_KsA,Rashed Rahman,https://play-lh.googleusercontent.com/a-/AOh14GhN3xFcUZHptPjnCPbznG7yk9V3IxkXbT2_UigJog,Though telegram is very good but it has some fault also 😃 It is updating rapidly more & more that's why its quite difficult to keep this app in low version mobile.,4,31,8.4.2,2022-01-08 12:31:51,,,Telegram
2244,gp:AOqpTOGBl3xIPa7ItzqWWJLJVVdDrJjNNf2KawoUwOm2qyctJlezN5ZVTuhQwhZPZLRdTu_YvC81IEz6r0wfw48,Mahtu,https://play-lh.googleusercontent.com/a-/AOh14Gg5d-c2AQm-Kfpv87dHVj47UvxNC4yhkFjpagPXIA,wish there was a feature to schedule 'Deleteing time' for channel posts. i really need that!!,5,1,8.5.4,2022-02-27 18:37:00,,,Telegram
2245,gp:AOqpTOEWaYZn2VDX_-FpcH7N-UIHPDTsEIAmX48ywso-DRF3b80sDAitcvhMUcdVWeGqsuzeWJoeM0gpsX22tBI,Daniel Dreamon,https://play-lh.googleusercontent.com/a-/AOh14Ggkx8zWq9JNdLgg7txjjBfFHwjLiwf8a0ctUMFh2g,Saved messages gone. I did not delete it by accident.. Months and months of work gone. Ridiculous,1,7,8.5.4,2022-02-18 13:45:59,,,Telegram
